order_id,department,add_time,mod_time
19970567,HRD,2015-09-26 05:11:39.524+00,2015-09-26 05:11:39.524+00
19970568,HRD,2015-09-26 05:11:39.614+00,2015-09-26 05:11:39.614+00
19970569,HRD,2015-09-26 05:11:39.714+00,2015-09-26 05:11:39.714+00
19970570,HRD,2015-09-26 05:11:39.809+00,2015-09-26 05:11:39.809+00
19970571,PMO,2015-09-26 05:11:39.904+00,2015-09-26 05:11:39.904+00
19970572,CITIZENSHIP,2015-09-26 05:11:39.994+00,2015-09-26 05:11:39.994+00
19970573,CITIZENSHIP,2015-09-26 05:11:40.089+00,2015-09-26 05:11:40.089+00
19970574,CITIZENSHIP,2015-09-26 05:11:40.185+00,2015-09-26 05:11:40.185+00
19970575,JUS,2015-09-26 05:11:40.275+00,2015-09-26 05:11:40.275+00
19970576,JUS,2015-09-26 05:11:40.37+00,2015-09-26 05:11:40.37+00
19970577,JUS,2015-09-26 05:11:40.461+00,2015-09-26 05:11:40.461+00
19970578,AGRI-FOOD,2015-09-26 05:11:40.555+00,2015-09-26 05:11:40.555+00
19970579,TC,2015-09-26 05:11:40.65+00,2015-09-26 05:11:40.65+00
19970580,TC,2015-09-26 05:11:40.75+00,2015-09-26 05:11:40.75+00
19970581,CITIZENSHIP,2015-09-26 05:11:40.851+00,2015-09-26 05:11:40.851+00
19970581,TB,2015-09-26 05:11:40.851+00,2015-09-26 05:11:40.851+00
19970582,F&O,2015-09-26 05:11:40.951+00,2015-09-26 05:11:40.951+00
19970583,FAIT,2015-09-26 05:11:41.126+00,2015-09-26 05:11:41.126+00
19970584,FIN,2015-09-26 05:11:41.291+00,2015-09-26 05:11:41.291+00
19970585,FIN,2015-09-26 05:11:41.412+00,2015-09-26 05:11:41.412+00
19970586,IA&ND,2015-09-26 05:11:41.517+00,2015-09-26 05:11:41.517+00
19970587,JUS,2015-09-26 05:11:41.612+00,2015-09-26 05:11:41.612+00
19970588,F&O,2015-09-26 05:11:41.712+00,2015-09-26 05:11:41.712+00
19970589,FAIT,2015-09-26 05:11:41.801+00,2015-09-26 05:11:41.801+00
19970590,FAIT,2015-09-26 05:11:41.898+00,2015-09-26 05:11:41.898+00
19970591,HERITAGE,2015-09-26 05:11:41.994+00,2015-09-26 05:11:41.994+00
19970592,HERITAGE,2015-09-26 05:11:42.086+00,2015-09-26 05:11:42.086+00
19970593,HRDC,2015-09-26 05:11:42.18+00,2015-09-26 05:11:42.18+00
19970594,IA&ND,2015-09-26 05:11:42.275+00,2015-09-26 05:11:42.275+00
19970595,IA&ND,2015-09-26 05:11:42.37+00,2015-09-26 05:11:42.37+00
19970596,IA&ND,2015-09-26 05:11:42.47+00,2015-09-26 05:11:42.47+00
19970597,IA&ND,2015-09-26 05:11:42.566+00,2015-09-26 05:11:42.566+00
19970598,IA&ND,2015-09-26 05:11:42.661+00,2015-09-26 05:11:42.661+00
19970599,IA&ND,2015-09-26 05:11:42.754+00,2015-09-26 05:11:42.754+00
19970600,JUS,2015-09-26 05:11:42.849+00,2015-09-26 05:11:42.849+00
19970601,JUS,2015-09-26 05:11:42.944+00,2015-09-26 05:11:42.944+00
19970602,JUS,2015-09-26 05:11:43.034+00,2015-09-26 05:11:43.034+00
19970603,JUS,2015-09-26 05:11:43.124+00,2015-09-26 05:11:43.124+00
19970604,JUS,2015-09-26 05:11:43.22+00,2015-09-26 05:11:43.22+00
19970605,JUS,2015-09-26 05:11:43.314+00,2015-09-26 05:11:43.314+00
19970606,JUS,2015-09-26 05:11:43.406+00,2015-09-26 05:11:43.406+00
19970607,LAB,2015-09-26 05:11:43.5+00,2015-09-26 05:11:43.5+00
19970608,LAB,2015-09-26 05:11:43.593+00,2015-09-26 05:11:43.593+00
19970609,NR,2015-09-26 05:11:43.689+00,2015-09-26 05:11:43.689+00
19970610,NR,2015-09-26 05:11:43.784+00,2015-09-26 05:11:43.784+00
19970611,PWGS,2015-09-26 05:11:43.879+00,2015-09-26 05:11:43.879+00
19970612,TC,2015-09-26 05:11:44.016+00,2015-09-26 05:11:44.016+00
19970613,CITIZENSHIP,2015-09-26 05:11:44.107+00,2015-09-26 05:11:44.107+00
19970614,FAIT,2015-09-26 05:11:44.198+00,2015-09-26 05:11:44.198+00
19970615,FAIT,2015-09-26 05:11:44.296+00,2015-09-26 05:11:44.296+00
19970616,PCO,2015-09-26 05:11:44.388+00,2015-09-26 05:11:44.388+00
19970617,JUS,2015-09-26 05:11:44.484+00,2015-09-26 05:11:44.484+00
19970618,CITIZENSHIP,2015-09-26 05:11:44.581+00,2015-09-26 05:11:44.581+00
19970619,JUS,2015-09-26 05:11:44.68+00,2015-09-26 05:11:44.68+00
19970620,AGRI-FOOD,2015-09-26 05:11:44.775+00,2015-09-26 05:11:44.775+00
19970621,FIN,2015-09-26 05:11:44.872+00,2015-09-26 05:11:44.872+00
19970622,FIN,2015-09-26 05:11:44.973+00,2015-09-26 05:11:44.973+00
19970623,FIN,2015-09-26 05:11:45.073+00,2015-09-26 05:11:45.073+00
19970624,HEALTH,2015-09-26 05:11:45.168+00,2015-09-26 05:11:45.168+00
19970625,HEALTH,2015-09-26 05:11:45.273+00,2015-09-26 05:11:45.273+00
19970626,HEALTH,2015-09-26 05:11:45.372+00,2015-09-26 05:11:45.372+00
19970627,HEALTH,2015-09-26 05:11:45.473+00,2015-09-26 05:11:45.473+00
19970628,HEALTH,2015-09-26 05:11:45.57+00,2015-09-26 05:11:45.57+00
19970629,HERITAGE,2015-09-26 05:11:45.669+00,2015-09-26 05:11:45.669+00
19970630,NR,2015-09-26 05:11:45.769+00,2015-09-26 05:11:45.769+00
19970631,SGC,2015-09-26 05:11:45.864+00,2015-09-26 05:11:45.864+00
19970632,SGC,2015-09-26 05:11:45.964+00,2015-09-26 05:11:45.964+00
19970633,AGRI-FOOD,2015-09-26 05:11:46.104+00,2015-09-26 05:11:46.104+00
19970634,FAIT,2015-09-26 05:11:46.269+00,2015-09-26 05:11:46.269+00
19970635,FAIT,2015-09-26 05:11:46.39+00,2015-09-26 05:11:46.39+00
19970636,FIN,2015-09-26 05:11:46.491+00,2015-09-26 05:11:46.491+00
19970637,HRDC,2015-09-26 05:11:46.587+00,2015-09-26 05:11:46.587+00
19970637,TB,2015-09-26 05:11:46.587+00,2015-09-26 05:11:46.587+00
19970638,IA&ND,2015-09-26 05:11:46.681+00,2015-09-26 05:11:46.681+00
19970639,IA&ND,2015-09-26 05:11:46.771+00,2015-09-26 05:11:46.771+00
19970640,IA&ND,2015-09-26 05:11:46.861+00,2015-09-26 05:11:46.861+00
19970641,INDUSTRY,2015-09-26 05:11:46.99+00,2015-09-26 05:11:46.99+00
19970641,IT,2015-09-26 05:11:46.99+00,2015-09-26 05:11:46.99+00
19970641,TB,2015-09-26 05:11:46.99+00,2015-09-26 05:11:46.99+00
19970642,AGRI-FOOD,2015-09-26 05:11:47.082+00,2015-09-26 05:11:47.082+00
19970643,CITIZENSHIP,2015-09-26 05:11:47.179+00,2015-09-26 05:11:47.179+00
19970644,JUS,2015-09-26 05:11:47.269+00,2015-09-26 05:11:47.269+00
19970645,FAIT,2015-09-26 05:11:47.364+00,2015-09-26 05:11:47.364+00
19970646,HERITAGE,2015-09-26 05:11:47.469+00,2015-09-26 05:11:47.469+00
19970647,AGRI-FOOD,2015-09-26 05:11:47.574+00,2015-09-26 05:11:47.574+00
19970648,AGRI-FOOD,2015-09-26 05:11:47.686+00,2015-09-26 05:11:47.686+00
19970649,AGRI-FOOD,2015-09-26 05:11:47.786+00,2015-09-26 05:11:47.786+00
19970650,AGRI-FOOD,2015-09-26 05:11:47.89+00,2015-09-26 05:11:47.89+00
19970651,AGRI-FOOD,2015-09-26 05:11:47.99+00,2015-09-26 05:11:47.99+00
19970652,AGRI-FOOD,2015-09-26 05:11:48.09+00,2015-09-26 05:11:48.09+00
19970653,LAB,2015-09-26 05:11:48.193+00,2015-09-26 05:11:48.193+00
19970654,LAB,2015-09-26 05:11:48.295+00,2015-09-26 05:11:48.295+00
19970655,RESOURCES,2015-09-26 05:11:48.394+00,2015-09-26 05:11:48.394+00
19970656,RESOURCES,2015-09-26 05:11:48.485+00,2015-09-26 05:11:48.485+00
19970657,RESOURCES,2015-09-26 05:11:48.581+00,2015-09-26 05:11:48.581+00
19970658,RESOURCES,2015-09-26 05:11:48.672+00,2015-09-26 05:11:48.672+00
19970659,RESOURCES,2015-09-26 05:11:48.764+00,2015-09-26 05:11:48.764+00
19970660,TC,2015-09-26 05:11:48.859+00,2015-09-26 05:11:48.859+00
19970661,TC,2015-09-26 05:11:48.951+00,2015-09-26 05:11:48.951+00
19970662,TC,2015-09-26 05:11:49.046+00,2015-09-26 05:11:49.046+00
19970663,HERITAGE,2015-09-26 05:11:49.141+00,2015-09-26 05:11:49.141+00
19970664,HERITAGE,2015-09-26 05:11:49.232+00,2015-09-26 05:11:49.232+00
19970665,HERITAGE,2015-09-26 05:11:49.323+00,2015-09-26 05:11:49.323+00
19970666,HERITAGE,2015-09-26 05:11:49.413+00,2015-09-26 05:11:49.413+00
19970667,HERITAGE,2015-09-26 05:11:49.508+00,2015-09-26 05:11:49.508+00
19970668,HERITAGE,2015-09-26 05:11:49.608+00,2015-09-26 05:11:49.608+00
19970669,PMO,2015-09-26 05:11:49.709+00,2015-09-26 05:11:49.709+00
19970670,IT,2015-09-26 05:11:49.839+00,2015-09-26 05:11:49.839+00
19970671,HRD,2015-09-26 05:11:49.929+00,2015-09-26 05:11:49.929+00
19970672,HRD,2015-09-26 05:11:50.019+00,2015-09-26 05:11:50.019+00
19970673,HRD,2015-09-26 05:11:50.114+00,2015-09-26 05:11:50.114+00
19970674,JUS,2015-09-26 05:11:50.204+00,2015-09-26 05:11:50.204+00
19970675,JUS,2015-09-26 05:11:50.299+00,2015-09-26 05:11:50.299+00
19970676,HERITAGE,2015-09-26 05:11:50.396+00,2015-09-26 05:11:50.396+00
19970677,PMO,2015-09-26 05:11:50.491+00,2015-09-26 05:11:50.491+00
19970678,TB,2015-09-26 05:11:50.582+00,2015-09-26 05:11:50.582+00
19970678,TC,2015-09-26 05:11:50.582+00,2015-09-26 05:11:50.582+00
19970679,TB,2015-09-26 05:11:50.682+00,2015-09-26 05:11:50.682+00
19970679,TC,2015-09-26 05:11:50.682+00,2015-09-26 05:11:50.682+00
19970680,CITIZENSHIP,2015-09-26 05:11:50.777+00,2015-09-26 05:11:50.777+00
19970681,CITIZENSHIP,2015-09-26 05:11:50.872+00,2015-09-26 05:11:50.872+00
19970682,HERITAGE,2015-09-26 05:11:50.972+00,2015-09-26 05:11:50.972+00
19970683,HERITAGE,2015-09-26 05:11:51.092+00,2015-09-26 05:11:51.092+00
19970684,PWGS,2015-09-26 05:11:51.252+00,2015-09-26 05:11:51.252+00
19970685,PMO,2015-09-26 05:11:51.397+00,2015-09-26 05:11:51.397+00
19970686,RESOURCES,2015-09-26 05:11:51.505+00,2015-09-26 05:11:51.505+00
19970687,HRDC,2015-09-26 05:11:51.606+00,2015-09-26 05:11:51.606+00
19970688,HRDC,2015-09-26 05:11:51.706+00,2015-09-26 05:11:51.706+00
19970689,TB,2015-09-26 05:11:51.796+00,2015-09-26 05:11:51.796+00
19970690,PMO,2015-09-26 05:11:51.887+00,2015-09-26 05:11:51.887+00
19970691,INDUSTRY,2015-09-26 05:11:51.987+00,2015-09-26 05:11:51.987+00
19970692,TB,2015-09-26 05:11:52.082+00,2015-09-26 05:11:52.082+00
19970692,TC,2015-09-26 05:11:52.082+00,2015-09-26 05:11:52.082+00
19970693,INDUSTRY,2015-09-26 05:11:52.172+00,2015-09-26 05:11:52.172+00
19970694,INDUSTRY,2015-09-26 05:11:52.264+00,2015-09-26 05:11:52.264+00
19970695,GRAY,2015-09-26 05:11:52.357+00,2015-09-26 05:11:52.357+00
19970696,PMO,2015-09-26 05:11:52.446+00,2015-09-26 05:11:52.446+00
19970697,F&O,2015-09-26 05:11:52.536+00,2015-09-26 05:11:52.536+00
19970698,F&O,2015-09-26 05:11:52.628+00,2015-09-26 05:11:52.628+00
19970699,F&O,2015-09-26 05:11:52.761+00,2015-09-26 05:11:52.761+00
19970700,F&O,2015-09-26 05:11:52.851+00,2015-09-26 05:11:52.851+00
19970701,HRDC,2015-09-26 05:11:52.951+00,2015-09-26 05:11:52.951+00
19970702,HRDC,2015-09-26 05:11:53.055+00,2015-09-26 05:11:53.055+00
19970703,PTB,2015-09-26 05:11:53.155+00,2015-09-26 05:11:53.155+00
19970704,AGRI-FOOD,2015-09-26 05:11:53.265+00,2015-09-26 05:11:53.265+00
19970704,TB,2015-09-26 05:11:53.265+00,2015-09-26 05:11:53.265+00
19970705,JUS,2015-09-26 05:11:53.363+00,2015-09-26 05:11:53.363+00
19970706,INDUSTRY,2015-09-26 05:11:53.453+00,2015-09-26 05:11:53.453+00
19970707,IA&ND,2015-09-26 05:11:53.547+00,2015-09-26 05:11:53.547+00
19970708,F&O,2015-09-26 05:11:53.639+00,2015-09-26 05:11:53.639+00
19970709,ND,2015-09-26 05:11:53.734+00,2015-09-26 05:11:53.734+00
19970710,JUS,2015-09-26 05:11:53.83+00,2015-09-26 05:11:53.83+00
19970711,JUS,2015-09-26 05:11:53.924+00,2015-09-26 05:11:53.924+00
19970712,ND,2015-09-26 05:11:54.019+00,2015-09-26 05:11:54.019+00
19970713,FAIT,2015-09-26 05:11:54.11+00,2015-09-26 05:11:54.11+00
19970714,PMO,2015-09-26 05:11:54.215+00,2015-09-26 05:11:54.215+00
19970714,TB,2015-09-26 05:11:54.215+00,2015-09-26 05:11:54.215+00
19970715,PMO,2015-09-26 05:11:54.314+00,2015-09-26 05:11:54.314+00
19970715,TB,2015-09-26 05:11:54.314+00,2015-09-26 05:11:54.314+00
19970716,JUS,2015-09-26 05:11:54.406+00,2015-09-26 05:11:54.406+00
19970717,JUS,2015-09-26 05:11:54.501+00,2015-09-26 05:11:54.501+00
19970718,JUS,2015-09-26 05:11:54.6+00,2015-09-26 05:11:54.6+00
19970719,JUS,2015-09-26 05:11:54.697+00,2015-09-26 05:11:54.697+00
19970720,JUS,2015-09-26 05:11:54.804+00,2015-09-26 05:11:54.804+00
19970721,JUS,2015-09-26 05:11:54.91+00,2015-09-26 05:11:54.91+00
19970722,JUS,2015-09-26 05:11:55.01+00,2015-09-26 05:11:55.01+00
19970723,JUS,2015-09-26 05:11:55.128+00,2015-09-26 05:11:55.128+00
19970724,JUS,2015-09-26 05:11:55.229+00,2015-09-26 05:11:55.229+00
19970725,JUS,2015-09-26 05:11:55.334+00,2015-09-26 05:11:55.334+00
19970726,AGRI-FOOD,2015-09-26 05:11:55.448+00,2015-09-26 05:11:55.448+00
19970727,TC,2015-09-26 05:11:55.554+00,2015-09-26 05:11:55.554+00
19970728,HEALTH,2015-09-26 05:11:55.702+00,2015-09-26 05:11:55.702+00
19970729,TC,2015-09-26 05:11:55.819+00,2015-09-26 05:11:55.819+00
19970730,HRDC,2015-09-26 05:11:55.925+00,2015-09-26 05:11:55.925+00
19970731,INDUSTRY,2015-09-26 05:11:56.027+00,2015-09-26 05:11:56.027+00
19970732,ND,2015-09-26 05:11:56.18+00,2015-09-26 05:11:56.18+00
19970732,TB,2015-09-26 05:11:56.181+00,2015-09-26 05:11:56.181+00
19970733,FAIT,2015-09-26 05:11:56.348+00,2015-09-26 05:11:56.348+00
19970734,FAIT,2015-09-26 05:11:56.477+00,2015-09-26 05:11:56.477+00
19970735,FAIT,2015-09-26 05:11:56.586+00,2015-09-26 05:11:56.586+00
19970736,FAIT,2015-09-26 05:11:56.69+00,2015-09-26 05:11:56.69+00
19970737,FIN,2015-09-26 05:11:56.789+00,2015-09-26 05:11:56.789+00
19970738,FIN,2015-09-26 05:11:56.89+00,2015-09-26 05:11:56.89+00
19970739,FIN,2015-09-26 05:11:56.99+00,2015-09-26 05:11:56.99+00
19970740,HERITAGE,2015-09-26 05:11:57.09+00,2015-09-26 05:11:57.09+00
19970741,HERITAGE,2015-09-26 05:11:57.208+00,2015-09-26 05:11:57.208+00
19970742,HERITAGE,2015-09-26 05:11:57.302+00,2015-09-26 05:11:57.302+00
19970743,HERITAGE,2015-09-26 05:11:57.403+00,2015-09-26 05:11:57.403+00
19970744,HERITAGE,2015-09-26 05:11:57.506+00,2015-09-26 05:11:57.506+00
19970745,IA&ND,2015-09-26 05:11:57.603+00,2015-09-26 05:11:57.603+00
19970746,IA&ND,2015-09-26 05:11:57.704+00,2015-09-26 05:11:57.704+00
19970747,IA&ND,2015-09-26 05:11:57.81+00,2015-09-26 05:11:57.81+00
19970748,IA&ND,2015-09-26 05:11:57.911+00,2015-09-26 05:11:57.911+00
19970749,IA&ND,2015-09-26 05:11:58.012+00,2015-09-26 05:11:58.012+00
19970750,IA&ND,2015-09-26 05:11:58.104+00,2015-09-26 05:11:58.104+00
19970751,IA&ND,2015-09-26 05:11:58.199+00,2015-09-26 05:11:58.199+00
19970752,IA&ND,2015-09-26 05:11:58.299+00,2015-09-26 05:11:58.299+00
19970753,IA&ND,2015-09-26 05:11:58.454+00,2015-09-26 05:11:58.454+00
19970754,IA&ND,2015-09-26 05:11:58.647+00,2015-09-26 05:11:58.647+00
19970755,IA&ND,2015-09-26 05:11:58.799+00,2015-09-26 05:11:58.799+00
19970756,IA&ND,2015-09-26 05:11:58.963+00,2015-09-26 05:11:58.963+00
19970757,INDUSTRY,2015-09-26 05:11:59.176+00,2015-09-26 05:11:59.176+00
19970758,INDUSTRY,2015-09-26 05:11:59.44+00,2015-09-26 05:11:59.44+00
19970759,INDUSTRY,2015-09-26 05:11:59.577+00,2015-09-26 05:11:59.577+00
19970760,INDUSTRY,2015-09-26 05:11:59.685+00,2015-09-26 05:11:59.685+00
19970761,INT'L TRADE,2015-09-26 05:11:59.803+00,2015-09-26 05:11:59.803+00
19970762,JUS,2015-09-26 05:11:59.906+00,2015-09-26 05:11:59.906+00
19970763,JUS,2015-09-26 05:12:00.002+00,2015-09-26 05:12:00.002+00
19970764,JUS,2015-09-26 05:12:00.097+00,2015-09-26 05:12:00.097+00
19970765,JUS,2015-09-26 05:12:00.182+00,2015-09-26 05:12:00.182+00
19970766,JUS,2015-09-26 05:12:00.274+00,2015-09-26 05:12:00.274+00
19970767,JUS,2015-09-26 05:12:00.364+00,2015-09-26 05:12:00.364+00
19970768,JUS,2015-09-26 05:12:00.455+00,2015-09-26 05:12:00.455+00
19970769,JUS,2015-09-26 05:12:00.547+00,2015-09-26 05:12:00.547+00
19970770,PMO,2015-09-26 05:12:00.637+00,2015-09-26 05:12:00.637+00
19970771,SGC,2015-09-26 05:12:00.731+00,2015-09-26 05:12:00.731+00
19970772,SGC,2015-09-26 05:12:00.826+00,2015-09-26 05:12:00.826+00
19970773,SGC,2015-09-26 05:12:00.921+00,2015-09-26 05:12:00.921+00
19970774,SGC,2015-09-26 05:12:01.011+00,2015-09-26 05:12:01.011+00
19970775,SGC,2015-09-26 05:12:01.116+00,2015-09-26 05:12:01.116+00
19970776,SGC,2015-09-26 05:12:01.267+00,2015-09-26 05:12:01.267+00
19970777,AGRI-FOOD,2015-09-26 05:12:01.402+00,2015-09-26 05:12:01.402+00
19970777,FIN,2015-09-26 05:12:01.402+00,2015-09-26 05:12:01.402+00
19970778,TC,2015-09-26 05:12:01.51+00,2015-09-26 05:12:01.51+00
19970779,F&O,2015-09-26 05:12:01.612+00,2015-09-26 05:12:01.612+00
19970780,FIN,2015-09-26 05:12:01.708+00,2015-09-26 05:12:01.708+00
19970781,TC,2015-09-26 05:12:01.803+00,2015-09-26 05:12:01.803+00
19970782,TC,2015-09-26 05:12:01.903+00,2015-09-26 05:12:01.903+00
19970783,CITIZENSHIP,2015-09-26 05:12:02.003+00,2015-09-26 05:12:02.003+00
19970784,FIN,2015-09-26 05:12:02.105+00,2015-09-26 05:12:02.105+00
19970785,FIN,2015-09-26 05:12:02.217+00,2015-09-26 05:12:02.217+00
19970786,HERITAGE,2015-09-26 05:12:02.324+00,2015-09-26 05:12:02.324+00
19970787,JUS,2015-09-26 05:12:02.458+00,2015-09-26 05:12:02.458+00
19970788,SGC,2015-09-26 05:12:02.553+00,2015-09-26 05:12:02.553+00
19970789,SGC,2015-09-26 05:12:02.648+00,2015-09-26 05:12:02.648+00
19970790,AGRI-FOOD,2015-09-26 05:12:02.743+00,2015-09-26 05:12:02.743+00
19970791,TC,2015-09-26 05:12:02.834+00,2015-09-26 05:12:02.834+00
19970792,PWGS,2015-09-26 05:12:02.93+00,2015-09-26 05:12:02.93+00
19970793,AGRI-FOOD,2015-09-26 05:12:03.02+00,2015-09-26 05:12:03.02+00
19970793,FIN,2015-09-26 05:12:03.025+00,2015-09-26 05:12:03.025+00
19970793,TB,2015-09-26 05:12:03.025+00,2015-09-26 05:12:03.025+00
19970794,TC,2015-09-26 05:12:03.12+00,2015-09-26 05:12:03.12+00
19970795,SGC,2015-09-26 05:12:03.218+00,2015-09-26 05:12:03.218+00
19970796,IA&ND,2015-09-26 05:12:03.308+00,2015-09-26 05:12:03.308+00
19970797,IA&ND,2015-09-26 05:12:03.412+00,2015-09-26 05:12:03.412+00
19970798,IA&ND,2015-09-26 05:12:03.502+00,2015-09-26 05:12:03.502+00
19970799,IA&ND,2015-09-26 05:12:03.598+00,2015-09-26 05:12:03.598+00
19970800,JUS,2015-09-26 05:12:03.693+00,2015-09-26 05:12:03.693+00
19970801,RESOURCES,2015-09-26 05:12:03.789+00,2015-09-26 05:12:03.789+00
19970802,RESOURCES,2015-09-26 05:12:03.879+00,2015-09-26 05:12:03.879+00
19970803,RESOURCES,2015-09-26 05:12:03.973+00,2015-09-26 05:12:03.973+00
19970804,RESOURCES,2015-09-26 05:12:04.069+00,2015-09-26 05:12:04.069+00
19970805,RESOURCES,2015-09-26 05:12:04.159+00,2015-09-26 05:12:04.159+00
19970806,RESOURCES,2015-09-26 05:12:04.254+00,2015-09-26 05:12:04.254+00
19970807,RESOURCES,2015-09-26 05:12:04.349+00,2015-09-26 05:12:04.349+00
19970808,RESOURCES,2015-09-26 05:12:04.45+00,2015-09-26 05:12:04.45+00
19970809,RESOURCES,2015-09-26 05:12:04.579+00,2015-09-26 05:12:04.579+00
19970810,HEALTH,2015-09-26 05:12:04.691+00,2015-09-26 05:12:04.691+00
19970811,HERITAGE,2015-09-26 05:12:04.796+00,2015-09-26 05:12:04.796+00
19970812,PMO,2015-09-26 05:12:04.886+00,2015-09-26 05:12:04.886+00
19970813,PMO,2015-09-26 05:12:04.986+00,2015-09-26 05:12:04.986+00
19970814,PMO,2015-09-26 05:12:05.089+00,2015-09-26 05:12:05.089+00
19970815,PMO,2015-09-26 05:12:05.188+00,2015-09-26 05:12:05.188+00
19970816,PMO,2015-09-26 05:12:05.323+00,2015-09-26 05:12:05.323+00
19970817,PMO,2015-09-26 05:12:05.416+00,2015-09-26 05:12:05.416+00
19970818,PMO,2015-09-26 05:12:05.517+00,2015-09-26 05:12:05.517+00
19970819,PMO,2015-09-26 05:12:05.609+00,2015-09-26 05:12:05.609+00
19970820,PMO,2015-09-26 05:12:05.709+00,2015-09-26 05:12:05.709+00
19970821,PMO,2015-09-26 05:12:05.809+00,2015-09-26 05:12:05.809+00
19970822,PMO,2015-09-26 05:12:05.909+00,2015-09-26 05:12:05.909+00
19970823,PMO,2015-09-26 05:12:06.006+00,2015-09-26 05:12:06.006+00
19970824,PMO,2015-09-26 05:12:06.116+00,2015-09-26 05:12:06.116+00
19970825,PMO,2015-09-26 05:12:06.276+00,2015-09-26 05:12:06.276+00
19970826,PMO,2015-09-26 05:12:06.421+00,2015-09-26 05:12:06.421+00
19970826,PSC,2015-09-26 05:12:06.426+00,2015-09-26 05:12:06.426+00
19970827,PMO,2015-09-26 05:12:06.542+00,2015-09-26 05:12:06.542+00
19970828,PMO,2015-09-26 05:12:06.642+00,2015-09-26 05:12:06.642+00
19970828,PSC,2015-09-26 05:12:06.642+00,2015-09-26 05:12:06.642+00
19970829,PMO,2015-09-26 05:12:06.742+00,2015-09-26 05:12:06.742+00
19970830,FIN,2015-09-26 05:12:06.843+00,2015-09-26 05:12:06.843+00
19970831,HERITAGE,2015-09-26 05:12:06.943+00,2015-09-26 05:12:06.943+00
19970832,PMO,2015-09-26 05:12:07.043+00,2015-09-26 05:12:07.043+00
19970833,AGRI-FOOD,2015-09-26 05:12:07.143+00,2015-09-26 05:12:07.143+00
19970834,FIN,2015-09-26 05:12:07.239+00,2015-09-26 05:12:07.239+00
19970835,PMO,2015-09-26 05:12:07.333+00,2015-09-26 05:12:07.333+00
19970836,PMO,2015-09-26 05:12:07.434+00,2015-09-26 05:12:07.434+00
19970837,PMO,2015-09-26 05:12:07.528+00,2015-09-26 05:12:07.528+00
19970838,PMO,2015-09-26 05:12:07.613+00,2015-09-26 05:12:07.613+00
19970839,FIN,2015-09-26 05:12:07.708+00,2015-09-26 05:12:07.708+00
19970840,F&O,2015-09-26 05:12:07.803+00,2015-09-26 05:12:07.803+00
19970840,TB,2015-09-26 05:12:07.803+00,2015-09-26 05:12:07.803+00
19970841,CITIZENSHIP,2015-09-26 05:12:07.898+00,2015-09-26 05:12:07.898+00
19970842,FAIT,2015-09-26 05:12:07.995+00,2015-09-26 05:12:07.995+00
19970843,IA&ND,2015-09-26 05:12:08.093+00,2015-09-26 05:12:08.093+00
19970844,IA&ND,2015-09-26 05:12:08.188+00,2015-09-26 05:12:08.188+00
19970845,HEALTH,2015-09-26 05:12:08.337+00,2015-09-26 05:12:08.337+00
19970846,PMO,2015-09-26 05:12:08.432+00,2015-09-26 05:12:08.432+00
19970847,PMO,2015-09-26 05:12:08.532+00,2015-09-26 05:12:08.532+00
19970848,JUS,2015-09-26 05:12:08.627+00,2015-09-26 05:12:08.627+00
19970849,PMO,2015-09-26 05:12:08.724+00,2015-09-26 05:12:08.724+00
19970850,JUS,2015-09-26 05:12:08.819+00,2015-09-26 05:12:08.819+00
19970851,JUS,2015-09-26 05:12:08.909+00,2015-09-26 05:12:08.909+00
19970852,FAIT,2015-09-26 05:12:08.999+00,2015-09-26 05:12:08.999+00
19970853,FAIT,2015-09-26 05:12:09.089+00,2015-09-26 05:12:09.089+00
19970854,FAIT,2015-09-26 05:12:09.189+00,2015-09-26 05:12:09.189+00
19970855,FAIT,2015-09-26 05:12:09.284+00,2015-09-26 05:12:09.284+00
19970856,INDUSTRY,2015-09-26 05:12:09.379+00,2015-09-26 05:12:09.379+00
19970857,HRD,2015-09-26 05:12:09.474+00,2015-09-26 05:12:09.474+00
19970858,HRD,2015-09-26 05:12:09.569+00,2015-09-26 05:12:09.569+00
19970859,HRD,2015-09-26 05:12:09.659+00,2015-09-26 05:12:09.659+00
19970860,HRD,2015-09-26 05:12:09.754+00,2015-09-26 05:12:09.754+00
19970861,HRD,2015-09-26 05:12:09.849+00,2015-09-26 05:12:09.849+00
19970862,HRD,2015-09-26 05:12:09.939+00,2015-09-26 05:12:09.939+00
19970863,HRD,2015-09-26 05:12:10.039+00,2015-09-26 05:12:10.039+00
19970864,HRD,2015-09-26 05:12:10.134+00,2015-09-26 05:12:10.134+00
19970865,HRD,2015-09-26 05:12:10.226+00,2015-09-26 05:12:10.226+00
19970866,CITIZENSHIP,2015-09-26 05:12:10.319+00,2015-09-26 05:12:10.319+00
19970867,CITIZENSHIP,2015-09-26 05:12:10.409+00,2015-09-26 05:12:10.409+00
19970868,CITIZENSHIP,2015-09-26 05:12:10.503+00,2015-09-26 05:12:10.503+00
19970869,CITIZENSHIP,2015-09-26 05:12:10.594+00,2015-09-26 05:12:10.594+00
19970870,CITIZENSHIP,2015-09-26 05:12:10.689+00,2015-09-26 05:12:10.689+00
19970871,CITIZENSHIP,2015-09-26 05:12:10.783+00,2015-09-26 05:12:10.783+00
