order_id,department,add_time,mod_time
19900001,G&O,2015-09-26 04:35:34.263+00,2015-09-26 04:35:34.263+00
19900002,G&O,2015-09-26 04:35:34.343+00,2015-09-26 04:35:34.343+00
19900003,EMR,2015-09-26 04:35:34.393+00,2015-09-26 04:35:34.393+00
19900004,EMR,2015-09-26 04:35:34.448+00,2015-09-26 04:35:34.448+00
19900005,EMR,2015-09-26 04:35:34.51+00,2015-09-26 04:35:34.51+00
19900006,HOUSE,2015-09-26 04:35:34.565+00,2015-09-26 04:35:34.565+00
19900007,LAB,2015-09-26 04:35:34.625+00,2015-09-26 04:35:34.625+00
19900008,PMO,2015-09-26 04:35:34.691+00,2015-09-26 04:35:34.691+00
19900008,PSC,2015-09-26 04:35:34.691+00,2015-09-26 04:35:34.691+00
19900009,PMO,2015-09-26 04:35:34.756+00,2015-09-26 04:35:34.756+00
19900010,MSST,2015-09-26 04:35:34.811+00,2015-09-26 04:35:34.811+00
19900011,TC,2015-09-26 04:35:34.885+00,2015-09-26 04:35:34.885+00
19900012,TC,2015-09-26 04:35:34.944+00,2015-09-26 04:35:34.944+00
19900013,TC,2015-09-26 04:35:34.999+00,2015-09-26 04:35:34.999+00
19900014,PMO,2015-09-26 04:35:35.061+00,2015-09-26 04:35:35.061+00
19900015,AGR,2015-09-26 04:35:35.116+00,2015-09-26 04:35:35.116+00
19900016,TC,2015-09-26 04:35:35.176+00,2015-09-26 04:35:35.176+00
19900017,TC,2015-09-26 04:35:35.248+00,2015-09-26 04:35:35.248+00
19900018,TC,2015-09-26 04:35:35.31+00,2015-09-26 04:35:35.31+00
19900019,FIN,2015-09-26 04:35:35.365+00,2015-09-26 04:35:35.365+00
19900019,IT,2015-09-26 04:35:35.37+00,2015-09-26 04:35:35.37+00
19900020,INAC,2015-09-26 04:35:35.43+00,2015-09-26 04:35:35.43+00
19900021,TC,2015-09-26 04:35:35.497+00,2015-09-26 04:35:35.497+00
19900022,EIC,2015-09-26 04:35:35.558+00,2015-09-26 04:35:35.558+00
19900023,EIC,2015-09-26 04:35:35.638+00,2015-09-26 04:35:35.638+00
19900024,EIC,2015-09-26 04:35:35.713+00,2015-09-26 04:35:35.713+00
19900025,EIC,2015-09-26 04:35:35.774+00,2015-09-26 04:35:35.774+00
19900026,EIC,2015-09-26 04:35:35.845+00,2015-09-26 04:35:35.845+00
19900027,PCO,2015-09-26 04:35:35.905+00,2015-09-26 04:35:35.905+00
19900028,PCO,2015-09-26 04:35:35.96+00,2015-09-26 04:35:35.96+00
19900029,EIC,2015-09-26 04:35:36.025+00,2015-09-26 04:35:36.025+00
19900030,EIC,2015-09-26 04:35:36.096+00,2015-09-26 04:35:36.096+00
19900031,EIC,2015-09-26 04:35:36.156+00,2015-09-26 04:35:36.156+00
19900032,EIC,2015-09-26 04:35:36.216+00,2015-09-26 04:35:36.216+00
19900033,EIC,2015-09-26 04:35:36.286+00,2015-09-26 04:35:36.286+00
19900034,MCC,2015-09-26 04:35:36.346+00,2015-09-26 04:35:36.346+00
19900035,PCO,2015-09-26 04:35:36.411+00,2015-09-26 04:35:36.411+00
19900036,PCO,2015-09-26 04:35:36.471+00,2015-09-26 04:35:36.471+00
19900037,PWC,2015-09-26 04:35:36.541+00,2015-09-26 04:35:36.541+00
19900038,PWC,2015-09-26 04:35:36.601+00,2015-09-26 04:35:36.601+00
19900039,MSST,2015-09-26 04:35:36.672+00,2015-09-26 04:35:36.672+00
19900040,MSST,2015-09-26 04:35:36.739+00,2015-09-26 04:35:36.739+00
19900041,TC,2015-09-26 04:35:36.81+00,2015-09-26 04:35:36.81+00
19900042,TC,2015-09-26 04:35:36.875+00,2015-09-26 04:35:36.875+00
19900043,CCAC,2015-09-26 04:35:36.95+00,2015-09-26 04:35:36.95+00
19900044,EC,2015-09-26 04:35:37.015+00,2015-09-26 04:35:37.015+00
19900045,EC,2015-09-26 04:35:37.092+00,2015-09-26 04:35:37.092+00
19900046,TC,2015-09-26 04:35:37.167+00,2015-09-26 04:35:37.167+00
19900047,TC,2015-09-26 04:35:37.242+00,2015-09-26 04:35:37.242+00
19900048,CCAC,2015-09-26 04:35:37.317+00,2015-09-26 04:35:37.317+00
19900049,EMR,2015-09-26 04:35:37.392+00,2015-09-26 04:35:37.392+00
19900050,AGR,2015-09-26 04:35:37.462+00,2015-09-26 04:35:37.462+00
19900051,FIN,2015-09-26 04:35:37.537+00,2015-09-26 04:35:37.537+00
19900052,HWC,2015-09-26 04:35:37.607+00,2015-09-26 04:35:37.607+00
19900053,AGR,2015-09-26 04:35:37.686+00,2015-09-26 04:35:37.686+00
19900054,AGR,2015-09-26 04:35:37.789+00,2015-09-26 04:35:37.789+00
19900055,AGR,2015-09-26 04:35:37.865+00,2015-09-26 04:35:37.865+00
19900056,AGR,2015-09-26 04:35:37.935+00,2015-09-26 04:35:37.935+00
19900057,AGR,2015-09-26 04:35:38.003+00,2015-09-26 04:35:38.003+00
19900058,AGR,2015-09-26 04:35:38.077+00,2015-09-26 04:35:38.077+00
19900059,CCAC,2015-09-26 04:35:38.152+00,2015-09-26 04:35:38.152+00
19900060,COM,2015-09-26 04:35:38.222+00,2015-09-26 04:35:38.222+00
19900061,EC,2015-09-26 04:35:38.287+00,2015-09-26 04:35:38.287+00
19900062,ER,2015-09-26 04:35:38.357+00,2015-09-26 04:35:38.357+00
19900063,EA,2015-09-26 04:35:38.427+00,2015-09-26 04:35:38.427+00
19900064,EA,2015-09-26 04:35:38.5+00,2015-09-26 04:35:38.5+00
19900065,EA,2015-09-26 04:35:38.57+00,2015-09-26 04:35:38.57+00
19900066,FIN,2015-09-26 04:35:38.645+00,2015-09-26 04:35:38.645+00
19900067,FIN,2015-09-26 04:35:38.717+00,2015-09-26 04:35:38.717+00
19900068,FIN,2015-09-26 04:35:38.792+00,2015-09-26 04:35:38.792+00
19900069,FIN,2015-09-26 04:35:38.862+00,2015-09-26 04:35:38.862+00
19900070,F&O,2015-09-26 04:35:38.932+00,2015-09-26 04:35:38.932+00
19900071,INAC,2015-09-26 04:35:39.007+00,2015-09-26 04:35:39.007+00
19900072,LAB,2015-09-26 04:35:39.092+00,2015-09-26 04:35:39.092+00
19900073,LAB,2015-09-26 04:35:39.192+00,2015-09-26 04:35:39.192+00
19900074,LAB,2015-09-26 04:35:39.277+00,2015-09-26 04:35:39.277+00
19900075,JUS,2015-09-26 04:35:39.367+00,2015-09-26 04:35:39.367+00
19900076,JUS,2015-09-26 04:35:39.452+00,2015-09-26 04:35:39.452+00
19900077,NR,2015-09-26 04:35:39.524+00,2015-09-26 04:35:39.524+00
19900078,PMO,2015-09-26 04:35:39.603+00,2015-09-26 04:35:39.603+00
19900079,PWC,2015-09-26 04:35:39.678+00,2015-09-26 04:35:39.678+00
19900080,RIE,2015-09-26 04:35:39.763+00,2015-09-26 04:35:39.763+00
19900081,SGC,2015-09-26 04:35:39.839+00,2015-09-26 04:35:39.839+00
19900082,MSST,2015-09-26 04:35:39.914+00,2015-09-26 04:35:39.914+00
19900083,SGC,2015-09-26 04:35:39.995+00,2015-09-26 04:35:39.995+00
19900084,TC,2015-09-26 04:35:40.075+00,2015-09-26 04:35:40.075+00
19900085,TC,2015-09-26 04:35:40.195+00,2015-09-26 04:35:40.195+00
19900086,TC,2015-09-26 04:35:40.269+00,2015-09-26 04:35:40.269+00
19900087,TC,2015-09-26 04:35:40.348+00,2015-09-26 04:35:40.348+00
19900088,PMO,2015-09-26 04:35:40.425+00,2015-09-26 04:35:40.425+00
19900089,INAC,2015-09-26 04:35:40.495+00,2015-09-26 04:35:40.495+00
19900090,FIN,2015-09-26 04:35:40.577+00,2015-09-26 04:35:40.577+00
19900090,IT,2015-09-26 04:35:40.577+00,2015-09-26 04:35:40.577+00
19900091,COM,2015-09-26 04:35:40.652+00,2015-09-26 04:35:40.652+00
19900092,COM,2015-09-26 04:35:40.738+00,2015-09-26 04:35:40.738+00
19900093,EMR,2015-09-26 04:35:40.813+00,2015-09-26 04:35:40.813+00
19900094,EA,2015-09-26 04:35:40.894+00,2015-09-26 04:35:40.894+00
19900095,EA,2015-09-26 04:35:40.965+00,2015-09-26 04:35:40.965+00
19900096,FIN,2015-09-26 04:35:41.046+00,2015-09-26 04:35:41.046+00
19900097,FIN,2015-09-26 04:35:41.121+00,2015-09-26 04:35:41.121+00
19900098,FIN,2015-09-26 04:35:41.206+00,2015-09-26 04:35:41.206+00
19900099,F&O,2015-09-26 04:35:41.281+00,2015-09-26 04:35:41.281+00
19900101,SGC,2015-09-26 04:35:41.441+00,2015-09-26 04:35:41.441+00
19900102,AGR,2015-09-26 04:35:41.516+00,2015-09-26 04:35:41.516+00
19900103,F&O,2015-09-26 04:35:41.601+00,2015-09-26 04:35:41.601+00
19900104,NR,2015-09-26 04:35:41.682+00,2015-09-26 04:35:41.682+00
19900105,SGC,2015-09-26 04:35:41.767+00,2015-09-26 04:35:41.767+00
19900106,EMR,2015-09-26 04:35:41.847+00,2015-09-26 04:35:41.847+00
19900107,LAB,2015-09-26 04:35:41.927+00,2015-09-26 04:35:41.927+00
19900108,LAB,2015-09-26 04:35:42.019+00,2015-09-26 04:35:42.019+00
19900109,NR,2015-09-26 04:35:42.099+00,2015-09-26 04:35:42.099+00
19900110,JUS,2015-09-26 04:35:42.19+00,2015-09-26 04:35:42.19+00
19900111,CCAC,2015-09-26 04:35:42.27+00,2015-09-26 04:35:42.27+00
19900112,ER,2015-09-26 04:35:42.361+00,2015-09-26 04:35:42.361+00
19900113,EA,2015-09-26 04:35:42.445+00,2015-09-26 04:35:42.445+00
19900114,EA,2015-09-26 04:35:42.555+00,2015-09-26 04:35:42.555+00
19900115,EA,2015-09-26 04:35:42.64+00,2015-09-26 04:35:42.64+00
19900116,FIN,2015-09-26 04:35:42.72+00,2015-09-26 04:35:42.72+00
19900117,FIN,2015-09-26 04:35:42.801+00,2015-09-26 04:35:42.801+00
19900118,FIN,2015-09-26 04:35:42.876+00,2015-09-26 04:35:42.876+00
19900119,F&O,2015-09-26 04:35:42.961+00,2015-09-26 04:35:42.961+00
19900120,F&O,2015-09-26 04:35:43.043+00,2015-09-26 04:35:43.043+00
19900121,INAC,2015-09-26 04:35:43.126+00,2015-09-26 04:35:43.126+00
19900122,INAC,2015-09-26 04:35:43.202+00,2015-09-26 04:35:43.202+00
19900123,PWC,2015-09-26 04:35:43.288+00,2015-09-26 04:35:43.288+00
19900124,JUS,2015-09-26 04:35:43.374+00,2015-09-26 04:35:43.374+00
19900125,JUS,2015-09-26 04:35:43.462+00,2015-09-26 04:35:43.462+00
19900126,JUS,2015-09-26 04:35:43.542+00,2015-09-26 04:35:43.542+00
19900127,JUS,2015-09-26 04:35:43.632+00,2015-09-26 04:35:43.632+00
19900128,LAB,2015-09-26 04:35:43.715+00,2015-09-26 04:35:43.715+00
19900129,LAB,2015-09-26 04:35:43.8+00,2015-09-26 04:35:43.8+00
19900130,PMO,2015-09-26 04:35:43.879+00,2015-09-26 04:35:43.879+00
19900131,PWC,2015-09-26 04:35:43.964+00,2015-09-26 04:35:43.964+00
19900132,PWC,2015-09-26 04:35:44.05+00,2015-09-26 04:35:44.05+00
19900133,PWC,2015-09-26 04:35:44.145+00,2015-09-26 04:35:44.145+00
19900135,SGC,2015-09-26 04:35:44.375+00,2015-09-26 04:35:44.375+00
19900136,SGC,2015-09-26 04:35:44.47+00,2015-09-26 04:35:44.47+00
19900137,SGC,2015-09-26 04:35:44.554+00,2015-09-26 04:35:44.554+00
19900138,SGC,2015-09-26 04:35:44.632+00,2015-09-26 04:35:44.632+00
19900139,SGC,2015-09-26 04:35:44.722+00,2015-09-26 04:35:44.722+00
19900140,SGC,2015-09-26 04:35:44.807+00,2015-09-26 04:35:44.807+00
19900141,FIN,2015-09-26 04:35:44.898+00,2015-09-26 04:35:44.898+00
19900142,INAC,2015-09-26 04:35:45.019+00,2015-09-26 04:35:45.019+00
19900143,PMO,2015-09-26 04:35:45.1+00,2015-09-26 04:35:45.1+00
19900144,COM,2015-09-26 04:35:45.184+00,2015-09-26 04:35:45.184+00
19900145,CCAC,2015-09-26 04:35:45.274+00,2015-09-26 04:35:45.274+00
19900146,F&O,2015-09-26 04:35:45.346+00,2015-09-26 04:35:45.346+00
19900147,CCAC,2015-09-26 04:35:45.416+00,2015-09-26 04:35:45.416+00
19900148,FIN,2015-09-26 04:35:45.486+00,2015-09-26 04:35:45.486+00
19900149,F&O,2015-09-26 04:35:45.556+00,2015-09-26 04:35:45.556+00
19900150,INAC,2015-09-26 04:35:45.638+00,2015-09-26 04:35:45.638+00
19900151,INAC,2015-09-26 04:35:45.713+00,2015-09-26 04:35:45.713+00
19900152,JUS,2015-09-26 04:35:45.781+00,2015-09-26 04:35:45.781+00
19900153,JUS,2015-09-26 04:35:45.851+00,2015-09-26 04:35:45.851+00
19900154,JUS,2015-09-26 04:35:45.927+00,2015-09-26 04:35:45.927+00
19900155,IT,2015-09-26 04:35:46.002+00,2015-09-26 04:35:46.002+00
19900156,AGR,2015-09-26 04:35:46.077+00,2015-09-26 04:35:46.077+00
19900157,EMR,2015-09-26 04:35:46.159+00,2015-09-26 04:35:46.159+00
19900157,INAC,2015-09-26 04:35:46.159+00,2015-09-26 04:35:46.159+00
19900158,HWC,2015-09-26 04:35:46.235+00,2015-09-26 04:35:46.235+00
19900159,AGR,2015-09-26 04:35:46.31+00,2015-09-26 04:35:46.31+00
19900160,AGR,2015-09-26 04:35:46.385+00,2015-09-26 04:35:46.385+00
19900161,EA,2015-09-26 04:35:46.465+00,2015-09-26 04:35:46.465+00
19900162,FIN,2015-09-26 04:35:46.55+00,2015-09-26 04:35:46.55+00
19900163,ND,2015-09-26 04:35:46.63+00,2015-09-26 04:35:46.63+00
19900163,TB,2015-09-26 04:35:46.63+00,2015-09-26 04:35:46.63+00
19900164,SGC,2015-09-26 04:35:46.711+00,2015-09-26 04:35:46.711+00
19900164,TB,2015-09-26 04:35:46.711+00,2015-09-26 04:35:46.711+00
19900165,AGR,2015-09-26 04:35:46.786+00,2015-09-26 04:35:46.786+00
19900165,FIN,2015-09-26 04:35:46.786+00,2015-09-26 04:35:46.786+00
19900166,AGR,2015-09-26 04:35:46.871+00,2015-09-26 04:35:46.871+00
19900167,EA,2015-09-26 04:35:46.947+00,2015-09-26 04:35:46.947+00
19900168,EA,2015-09-26 04:35:47.017+00,2015-09-26 04:35:47.017+00
19900169,EC,2015-09-26 04:35:47.094+00,2015-09-26 04:35:47.094+00
19900170,EC,2015-09-26 04:35:47.171+00,2015-09-26 04:35:47.171+00
19900171,F&AS,2015-09-26 04:35:47.241+00,2015-09-26 04:35:47.241+00
19900172,FIN,2015-09-26 04:35:47.357+00,2015-09-26 04:35:47.357+00
19900173,FIN,2015-09-26 04:35:47.428+00,2015-09-26 04:35:47.428+00
19900174,INAC,2015-09-26 04:35:47.508+00,2015-09-26 04:35:47.508+00
19900175,INAC,2015-09-26 04:35:47.589+00,2015-09-26 04:35:47.589+00
19900176,INAC,2015-09-26 04:35:47.659+00,2015-09-26 04:35:47.659+00
19900177,INAC,2015-09-26 04:35:47.738+00,2015-09-26 04:35:47.738+00
19900178,INAC,2015-09-26 04:35:47.813+00,2015-09-26 04:35:47.813+00
19900179,INAC,2015-09-26 04:35:47.896+00,2015-09-26 04:35:47.896+00
19900180,JUS,2015-09-26 04:35:47.969+00,2015-09-26 04:35:47.969+00
19900181,JUS,2015-09-26 04:35:48.049+00,2015-09-26 04:35:48.049+00
19900182,NR,2015-09-26 04:35:48.126+00,2015-09-26 04:35:48.126+00
19900182,TB,2015-09-26 04:35:48.126+00,2015-09-26 04:35:48.126+00
19900183,PMO,2015-09-26 04:35:48.205+00,2015-09-26 04:35:48.205+00
19900184,PWC,2015-09-26 04:35:48.28+00,2015-09-26 04:35:48.28+00
19900185,PWC,2015-09-26 04:35:48.36+00,2015-09-26 04:35:48.36+00
19900186,PWC,2015-09-26 04:35:48.436+00,2015-09-26 04:35:48.436+00
19900187,PWC,2015-09-26 04:35:48.51+00,2015-09-26 04:35:48.51+00
19900188,PWC,2015-09-26 04:35:48.594+00,2015-09-26 04:35:48.594+00
19900189,SGC,2015-09-26 04:35:48.664+00,2015-09-26 04:35:48.664+00
19900190,SGC,2015-09-26 04:35:48.744+00,2015-09-26 04:35:48.744+00
19900191,SGC,2015-09-26 04:35:48.825+00,2015-09-26 04:35:48.825+00
19900192,ND,2015-09-26 04:35:48.902+00,2015-09-26 04:35:48.902+00
19900194,INAC,2015-09-26 04:35:49.056+00,2015-09-26 04:35:49.056+00
19900194,TB,2015-09-26 04:35:49.056+00,2015-09-26 04:35:49.056+00
19900195,EIC,2015-09-26 04:35:49.133+00,2015-09-26 04:35:49.133+00
19900196,EIC,2015-09-26 04:35:49.237+00,2015-09-26 04:35:49.237+00
19900197,EIC,2015-09-26 04:35:49.342+00,2015-09-26 04:35:49.342+00
19900198,EIC,2015-09-26 04:35:49.437+00,2015-09-26 04:35:49.437+00
19900199,EIC,2015-09-26 04:35:49.517+00,2015-09-26 04:35:49.517+00
19900200,EIC,2015-09-26 04:35:49.592+00,2015-09-26 04:35:49.592+00
19900201,EIC,2015-09-26 04:35:49.721+00,2015-09-26 04:35:49.721+00
19900202,EIC,2015-09-26 04:35:49.8+00,2015-09-26 04:35:49.8+00
19900203,EIC,2015-09-26 04:35:49.877+00,2015-09-26 04:35:49.877+00
19900204,EC,2015-09-26 04:35:49.958+00,2015-09-26 04:35:49.958+00
19900205,EC,2015-09-26 04:35:50.029+00,2015-09-26 04:35:50.029+00
19900206,SGC,2015-09-26 04:35:50.113+00,2015-09-26 04:35:50.113+00
19900207,PMO,2015-09-26 04:35:50.191+00,2015-09-26 04:35:50.191+00
19900208,PMO,2015-09-26 04:35:50.266+00,2015-09-26 04:35:50.266+00
19900209,PMO,2015-09-26 04:35:50.346+00,2015-09-26 04:35:50.346+00
19900210,FIN,2015-09-26 04:35:50.422+00,2015-09-26 04:35:50.422+00
19900210,IT,2015-09-26 04:35:50.422+00,2015-09-26 04:35:50.422+00
19900211,CCAC,2015-09-26 04:35:50.511+00,2015-09-26 04:35:50.511+00
19900212,HWC,2015-09-26 04:35:50.591+00,2015-09-26 04:35:50.591+00
19900213,FIN,2015-09-26 04:35:50.676+00,2015-09-26 04:35:50.676+00
19900214,NR,2015-09-26 04:35:50.761+00,2015-09-26 04:35:50.761+00
19900215,AGR,2015-09-26 04:35:50.844+00,2015-09-26 04:35:50.844+00
19900216,CCAC,2015-09-26 04:35:50.931+00,2015-09-26 04:35:50.931+00
19900217,COM,2015-09-26 04:35:51.013+00,2015-09-26 04:35:51.013+00
19900218,COM,2015-09-26 04:35:51.093+00,2015-09-26 04:35:51.093+00
19900219,EA,2015-09-26 04:35:51.169+00,2015-09-26 04:35:51.169+00
19900220,EA,2015-09-26 04:35:51.252+00,2015-09-26 04:35:51.252+00
19900221,EA,2015-09-26 04:35:51.326+00,2015-09-26 04:35:51.326+00
19900222,EA,2015-09-26 04:35:51.408+00,2015-09-26 04:35:51.408+00
19900223,ND,2015-09-26 04:35:51.483+00,2015-09-26 04:35:51.483+00
19900224,PMO,2015-09-26 04:35:51.562+00,2015-09-26 04:35:51.562+00
19900225,SGC,2015-09-26 04:35:51.65+00,2015-09-26 04:35:51.65+00
19900226,SGC,2015-09-26 04:35:51.733+00,2015-09-26 04:35:51.733+00
19900227,TC,2015-09-26 04:35:51.812+00,2015-09-26 04:35:51.812+00
19900228,TC,2015-09-26 04:35:51.893+00,2015-09-26 04:35:51.893+00
19900229,AGR,2015-09-26 04:35:51.978+00,2015-09-26 04:35:51.978+00
19900230,PCO,2015-09-26 04:35:52.098+00,2015-09-26 04:35:52.098+00
19900231,RIE,2015-09-26 04:35:52.186+00,2015-09-26 04:35:52.186+00
19900232,TC,2015-09-26 04:35:52.268+00,2015-09-26 04:35:52.268+00
19900233,TC,2015-09-26 04:35:52.353+00,2015-09-26 04:35:52.353+00
19900234,TC,2015-09-26 04:35:52.433+00,2015-09-26 04:35:52.433+00
19900235,RIE,2015-09-26 04:35:52.513+00,2015-09-26 04:35:52.513+00
19900235,TB,2015-09-26 04:35:52.519+00,2015-09-26 04:35:52.519+00
19900236,RIE,2015-09-26 04:35:52.609+00,2015-09-26 04:35:52.609+00
19900236,TB,2015-09-26 04:35:52.61+00,2015-09-26 04:35:52.61+00
19900237,EC,2015-09-26 04:35:52.695+00,2015-09-26 04:35:52.695+00
19900237,HWC,2015-09-26 04:35:52.695+00,2015-09-26 04:35:52.695+00
19900238,EC,2015-09-26 04:35:52.786+00,2015-09-26 04:35:52.786+00
19900238,HWC,2015-09-26 04:35:52.787+00,2015-09-26 04:35:52.787+00
19900239,EC,2015-09-26 04:35:52.868+00,2015-09-26 04:35:52.868+00
19900239,HWC,2015-09-26 04:35:52.868+00,2015-09-26 04:35:52.868+00
19900240,EC,2015-09-26 04:35:52.964+00,2015-09-26 04:35:52.964+00
19900240,HWC,2015-09-26 04:35:52.964+00,2015-09-26 04:35:52.964+00
19900241,EC,2015-09-26 04:35:53.046+00,2015-09-26 04:35:53.046+00
19900241,HWC,2015-09-26 04:35:53.047+00,2015-09-26 04:35:53.047+00
19900242,EC,2015-09-26 04:35:53.127+00,2015-09-26 04:35:53.127+00
19900242,HWC,2015-09-26 04:35:53.127+00,2015-09-26 04:35:53.127+00
19900243,RIE,2015-09-26 04:35:53.215+00,2015-09-26 04:35:53.215+00
19900244,RIE,2015-09-26 04:35:53.295+00,2015-09-26 04:35:53.295+00
19900245,RIE,2015-09-26 04:35:53.37+00,2015-09-26 04:35:53.37+00
19900246,COM,2015-09-26 04:35:53.45+00,2015-09-26 04:35:53.45+00
19900246,TB,2015-09-26 04:35:53.455+00,2015-09-26 04:35:53.455+00
19900247,COM,2015-09-26 04:35:53.53+00,2015-09-26 04:35:53.53+00
19900248,AGR,2015-09-26 04:35:53.61+00,2015-09-26 04:35:53.61+00
19900249,COM,2015-09-26 04:35:53.7+00,2015-09-26 04:35:53.7+00
19900250,EA,2015-09-26 04:35:53.771+00,2015-09-26 04:35:53.771+00
19900251,EC,2015-09-26 04:35:53.856+00,2015-09-26 04:35:53.856+00
19900251,INAC,2015-09-26 04:35:53.862+00,2015-09-26 04:35:53.862+00
19900251,TC,2015-09-26 04:35:53.862+00,2015-09-26 04:35:53.862+00
19900252,EC,2015-09-26 04:35:53.933+00,2015-09-26 04:35:53.933+00
19900253,EC,2015-09-26 04:35:54.02+00,2015-09-26 04:35:54.02+00
19900254,EC,2015-09-26 04:35:54.09+00,2015-09-26 04:35:54.09+00
19900255,EC,2015-09-26 04:35:54.175+00,2015-09-26 04:35:54.175+00
19900256,EC,2015-09-26 04:35:54.27+00,2015-09-26 04:35:54.27+00
19900257,EC,2015-09-26 04:35:54.365+00,2015-09-26 04:35:54.365+00
19900258,EC,2015-09-26 04:35:54.46+00,2015-09-26 04:35:54.46+00
19900259,FIN,2015-09-26 04:35:54.579+00,2015-09-26 04:35:54.579+00
19900260,FIN,2015-09-26 04:35:54.65+00,2015-09-26 04:35:54.65+00
19900261,G&O,2015-09-26 04:35:54.724+00,2015-09-26 04:35:54.724+00
19900262,TC,2015-09-26 04:35:54.805+00,2015-09-26 04:35:54.805+00
19900263,INAC,2015-09-26 04:35:54.88+00,2015-09-26 04:35:54.88+00
19900264,INAC,2015-09-26 04:35:54.961+00,2015-09-26 04:35:54.961+00
19900265,INAC,2015-09-26 04:35:55.036+00,2015-09-26 04:35:55.036+00
19900266,INAC,2015-09-26 04:35:55.111+00,2015-09-26 04:35:55.111+00
19900267,INAC,2015-09-26 04:35:55.193+00,2015-09-26 04:35:55.193+00
19900268,FIN,2015-09-26 04:35:55.269+00,2015-09-26 04:35:55.269+00
19900268,IT,2015-09-26 04:35:55.269+00,2015-09-26 04:35:55.269+00
19900269,ND,2015-09-26 04:35:55.349+00,2015-09-26 04:35:55.349+00
19900270,HWC,2015-09-26 04:35:55.424+00,2015-09-26 04:35:55.424+00
19900271,NR,2015-09-26 04:35:55.504+00,2015-09-26 04:35:55.504+00
19900271,TB,2015-09-26 04:35:55.504+00,2015-09-26 04:35:55.504+00
19900272,NR,2015-09-26 04:35:55.584+00,2015-09-26 04:35:55.584+00
19900272,TB,2015-09-26 04:35:55.584+00,2015-09-26 04:35:55.584+00
19900273,NR,2015-09-26 04:35:55.665+00,2015-09-26 04:35:55.665+00
19900273,TB,2015-09-26 04:35:55.665+00,2015-09-26 04:35:55.665+00
19900274,NR,2015-09-26 04:35:55.745+00,2015-09-26 04:35:55.745+00
19900274,TB,2015-09-26 04:35:55.745+00,2015-09-26 04:35:55.745+00
19900275,NR,2015-09-26 04:35:55.825+00,2015-09-26 04:35:55.825+00
19900275,TB,2015-09-26 04:35:55.825+00,2015-09-26 04:35:55.825+00
19900276,NR,2015-09-26 04:35:55.916+00,2015-09-26 04:35:55.916+00
19900277,PMO,2015-09-26 04:35:55.991+00,2015-09-26 04:35:55.991+00
19900278,PMO,2015-09-26 04:35:56.071+00,2015-09-26 04:35:56.071+00
19900279,PWC,2015-09-26 04:35:56.147+00,2015-09-26 04:35:56.147+00
19900280,PWC,2015-09-26 04:35:56.227+00,2015-09-26 04:35:56.227+00
19900281,PWC,2015-09-26 04:35:56.302+00,2015-09-26 04:35:56.302+00
19900282,PWC,2015-09-26 04:35:56.379+00,2015-09-26 04:35:56.379+00
19900283,PWC,2015-09-26 04:35:56.458+00,2015-09-26 04:35:56.458+00
19900284,RIE,2015-09-26 04:35:56.541+00,2015-09-26 04:35:56.541+00
19900285,SGC,2015-09-26 04:35:56.612+00,2015-09-26 04:35:56.612+00
19900286,SGC,2015-09-26 04:35:56.698+00,2015-09-26 04:35:56.698+00
19900287,SGC,2015-09-26 04:35:56.773+00,2015-09-26 04:35:56.773+00
19900288,SGC,2015-09-26 04:35:56.854+00,2015-09-26 04:35:56.854+00
19900289,SGC,2015-09-26 04:35:56.965+00,2015-09-26 04:35:56.965+00
19900290,SGC,2015-09-26 04:35:57.045+00,2015-09-26 04:35:57.045+00
19900291,SGC,2015-09-26 04:35:57.121+00,2015-09-26 04:35:57.121+00
19900293,TB,2015-09-26 04:35:57.268+00,2015-09-26 04:35:57.268+00
19900293,TC,2015-09-26 04:35:57.268+00,2015-09-26 04:35:57.268+00
19900294,JUS,2015-09-26 04:35:57.348+00,2015-09-26 04:35:57.348+00
19900295,JUS,2015-09-26 04:35:57.424+00,2015-09-26 04:35:57.424+00
19900296,JUS,2015-09-26 04:35:57.498+00,2015-09-26 04:35:57.498+00
19900297,JUS,2015-09-26 04:35:57.573+00,2015-09-26 04:35:57.573+00
19900298,JUS,2015-09-26 04:35:57.646+00,2015-09-26 04:35:57.646+00
19900299,JUS,2015-09-26 04:35:57.729+00,2015-09-26 04:35:57.729+00
19900300,JUS,2015-09-26 04:35:57.799+00,2015-09-26 04:35:57.799+00
19900301,TB,2015-09-26 04:35:57.883+00,2015-09-26 04:35:57.883+00
19900302,EMR,2015-09-26 04:35:57.961+00,2015-09-26 04:35:57.961+00
19900303,CCAC,2015-09-26 04:35:58.043+00,2015-09-26 04:35:58.043+00
19900304,CCAC,2015-09-26 04:35:58.118+00,2015-09-26 04:35:58.118+00
19900305,MCC,2015-09-26 04:35:58.203+00,2015-09-26 04:35:58.203+00
19900306,RIE,2015-09-26 04:35:58.279+00,2015-09-26 04:35:58.279+00
19900307,SGC,2015-09-26 04:35:58.359+00,2015-09-26 04:35:58.359+00
19900308,SGC,2015-09-26 04:35:58.434+00,2015-09-26 04:35:58.434+00
19900309,SGC,2015-09-26 04:35:58.514+00,2015-09-26 04:35:58.514+00
19900310,SGC,2015-09-26 04:35:58.596+00,2015-09-26 04:35:58.596+00
19900311,SGC,2015-09-26 04:35:58.671+00,2015-09-26 04:35:58.671+00
